	ECAH1	ECAH2	ECAH3	ECAH4	ECAH5	ECAH6	ECG1	ECG2	ECG3	ECG4	ECG5	ECG6	ORAPG1	ORAPG2	ORAPG3	ORAPG4	ORAPG5	ORAPG6
Pocillopora_acuta_HIv2___RNAseq.g13669.t1	24	14	9	11	4	9	24	18	16	13	14	16	18	7	20	27	23	10
Pocillopora_acuta_HIv2___RNAseq.g1367.t1	32	26	21	44	20	30	51	48	66	20	36	20	25	25	25	22	16	8
Pocillopora_acuta_HIv2___RNAseq.g13672.t1	4	6	8	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13674.t1	22	24	21	42	19	29	73	65	66	53	63	35	16	17	23	26	25	14
Pocillopora_acuta_HIv2___RNAseq.g13675.t1	7	4	4	5	4	12	8	6	5	2	6	4	5	4	6	3	9	4
Pocillopora_acuta_HIv2___RNAseq.g13676.t1	3	4	3	3	2	1	6	5	3	0	7	1	3	11	6	10	5	6
Pocillopora_acuta_HIv2___RNAseq.g13678.t1	22	26	11	16	31	37	26	24	25	61	43	59	58	30	33	18	33	23
Pocillopora_acuta_HIv2___RNAseq.g13679.t1	13	8	18	47	22	24	16	14	9	13	22	11	9	9	5	38	29	13
Pocillopora_acuta_HIv2___RNAseq.g1368.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13681.t1	75	47	48	87	51	49	59	68	155	93	79	80	106	121	119	224	135	125
Pocillopora_acuta_HIv2___RNAseq.g13682.t1	25	7	7	33	15	18	28	24	13	16	16	14	20	19	16	15	22	20
Pocillopora_acuta_HIv2___RNAseq.g13683.t1	2	4	5	6	3	0	3	2	1	0	3	2	6	3	6	7	6	6
Pocillopora_acuta_HIv2___RNAseq.g13684.t1	0	0	1	4	0	1	1	2	0	0	0	2	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13686.t1	328	164	214	59	60	70	136	132	100	15	30	12	73	97	118	28	39	15
Pocillopora_acuta_HIv2___RNAseq.g13687.t1	11	1	3	21	6	5	4	4	7	6	7	7	5	7	7	12	7	6
Pocillopora_acuta_HIv2___RNAseq.g1369.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13690.t1	22	9	13	3	6	3	7	10	25	0	2	0	3	5	5	3	3	1
Pocillopora_acuta_HIv2___RNAseq.g13691.t1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13692.t1	4	1	6	6	4	10	9	4	38	7	14	9	1	1	6	15	12	2
Pocillopora_acuta_HIv2___RNAseq.g13693.t1	11	5	4	8	4	7	5	9	13	3	5	1	7	8	4	6	4	4
Pocillopora_acuta_HIv2___RNAseq.g13694.t1	150	150	113	104	102	130	134	117	119	96	98	78	185	143	203	68	141	47
Pocillopora_acuta_HIv2___RNAseq.g13695.t1	28	20	11	23	13	18	17	7	12	17	13	4	27	27	30	22	27	4
Pocillopora_acuta_HIv2___RNAseq.g13696.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13698.t1	1	4	0	1	0	0	0	2	0	1	3	0	2	0	0	2	4	1
Pocillopora_acuta_HIv2___RNAseq.g13699.t1	20	4	11	16	9	9	21	13	22	14	12	8	19	18	18	16	26	9
Pocillopora_acuta_HIv2___RNAseq.g137.t1	0	2	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g1370.t1	1	0	0	0	0	1	0	3	1	1	0	1	2	2	2	2	0	0
Pocillopora_acuta_HIv2___RNAseq.g13700.t1	13	14	14	12	15	15	7	10	13	9	12	12	4	3	6	3	11	5
Pocillopora_acuta_HIv2___RNAseq.g13701.t1	3	2	2	6	5	4	2	1	8	6	5	4	2	5	2	4	5	5
Pocillopora_acuta_HIv2___RNAseq.g13702.t1	21	15	10	21	15	11	24	22	17	17	29	25	21	13	8	19	20	10
Pocillopora_acuta_HIv2___RNAseq.g13704.t1	2	3	0	5	4	1	10	7	10	6	6	9	2	5	3	6	0	0
Pocillopora_acuta_HIv2___RNAseq.g13705.t1	3	6	3	7	5	5	9	10	7	5	10	7	0	0	0	1	0	1
Pocillopora_acuta_HIv2___RNAseq.g13706.t1	1	3	0	4	2	2	3	1	2	1	3	4	0	0	0	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g13707.t1	0	0	0	2	0	1	2	0	3	0	0	1	1	0	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g1371.t1	2	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13710.t1	3	7	3	9	4	5	3	1	5	1	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13711.t1	12	8	10	18	19	7	28	14	13	20	12	13	0	0	0	1	1	0
Pocillopora_acuta_HIv2___RNAseq.g13713.t1	21	8	11	23	20	19	37	31	26	29	33	38	19	23	24	33	21	9
Pocillopora_acuta_HIv2___RNAseq.g13714.t1	3	5	5	9	3	3	9	11	12	6	6	9	15	18	11	12	9	5
Pocillopora_acuta_HIv2___RNAseq.g13715.t1	7	9	9	8	11	5	15	15	21	5	15	8	26	32	42	26	11	6
Pocillopora_acuta_HIv2___RNAseq.g13716.t1	156	106	124	257	223	164	236	219	283	151	188	156	324	428	452	694	304	431
Pocillopora_acuta_HIv2___RNAseq.g13718.t1	4	6	7	5	5	3	1	1	2	0	0	1	0	4	3	2	3	1
Pocillopora_acuta_HIv2___RNAseq.g13719.t1	92	71	75	133	80	79	86	89	104	51	50	36	43	44	60	41	36	16
Pocillopora_acuta_HIv2___RNAseq.g13720.t1	2	1	2	2	0	0	1	1	3	0	2	0	0	2	2	3	3	4
Pocillopora_acuta_HIv2___RNAseq.g13721.t1	16	16	3	2	3	2	6	6	2	2	1	1	1	1	1	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g13722.t1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13722.t1b	4	1	4	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13723.t1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13724.t1	112	102	109	199	98	112	60	49	69	62	42	45	8	13	16	12	16	14
Pocillopora_acuta_HIv2___RNAseq.g13725.t1	2	0	0	1	0	1	0	0	3	3	5	3	0	1	1	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g13727.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13728.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g1373.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13730.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13731.t1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g13732.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13733.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13734.t1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13736.t1	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13737.t1	94	80	83	119	85	108	59	74	83	61	64	49	49	46	64	57	64	43
Pocillopora_acuta_HIv2___RNAseq.g13738.t1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13739.t1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g1374.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13740.t1	2	0	0	2	1	0	1	1	4	4	1	3	1	0	2	0	1	1
Pocillopora_acuta_HIv2___RNAseq.g13741.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13742.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13743.t1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13744.t1	1	2	2	1	2	1	3	2	1	1	1	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13745.t1	2	0	4	1	3	2	3	3	1	3	0	5	1	1	2	1	2	0
Pocillopora_acuta_HIv2___RNAseq.g13746.t1	3	0	1	2	1	0	1	1	2	0	1	0	0	1	0	0	1	1
Pocillopora_acuta_HIv2___RNAseq.g13747.t1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	1	1
Pocillopora_acuta_HIv2___RNAseq.g13748.t1	10	8	7	22	10	2	6	5	13	8	3	3	12	6	6	8	8	4
Pocillopora_acuta_HIv2___RNAseq.g13749.t1	14	17	14	32	18	16	15	10	9	17	6	4	3	11	10	3	3	1
Pocillopora_acuta_HIv2___RNAseq.g1375.t1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13750.t1	2	2	0	2	2	6	2	1	0	0	0	1	0	0	0	1	1	0
Pocillopora_acuta_HIv2___RNAseq.g13751.t1	8	7	11	5	4	4	6	5	8	1	2	1	3	3	4	1	0	2
Pocillopora_acuta_HIv2___RNAseq.g13752.t1	99	85	113	105	102	96	106	88	120	79	69	76	71	87	81	84	86	42
Pocillopora_acuta_HIv2___RNAseq.g13753.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13755.t1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13756.t1	134	94	102	160	117	105	119	113	192	102	75	74	117	149	159	177	157	98
Pocillopora_acuta_HIv2___RNAseq.g13758.t1	5	8	6	14	5	6	5	8	4	1	5	2	6	3	10	8	9	5
Pocillopora_acuta_HIv2___RNAseq.g13759.t1	38	25	29	54	35	36	35	31	31	15	17	12	42	32	36	23	14	12
Pocillopora_acuta_HIv2___RNAseq.g1376.t1	2	4	3	5	2	3	4	4	5	0	0	3	0	2	5	8	5	4
Pocillopora_acuta_HIv2___RNAseq.g13760.t1	40	29	38	110	45	42	7	7	10	5	6	9	6	10	7	12	6	4
Pocillopora_acuta_HIv2___RNAseq.g13761.t1	178	130	121	109	95	116	172	151	133	127	154	124	155	106	121	102	162	104
Pocillopora_acuta_HIv2___RNAseq.g13763.t1	1	2	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13764.t1	8	3	13	11	1	3	16	4	11	0	5	3	7	6	3	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13765.t1	4	4	4	10	2	0	2	2	2	1	3	1	1	2	3	0	1	1
Pocillopora_acuta_HIv2___RNAseq.g13766.t1	91	70	82	123	75	72	108	95	71	110	99	111	89	120	115	66	95	54
Pocillopora_acuta_HIv2___RNAseq.g13767.t1	11	13	6	5	6	8	45	51	44	9	19	7	17	12	22	11	17	8
Pocillopora_acuta_HIv2___RNAseq.g13768.t1	0	0	0	0	0	0	22	44	26	4	7	2	20	15	21	11	14	2
Pocillopora_acuta_HIv2___RNAseq.g13769.t1	31	14	18	3	7	6	15	22	21	14	19	11	17	17	7	2	2	1
Pocillopora_acuta_HIv2___RNAseq.g13770.t2	9	5	8	22	10	8	12	9	7	6	7	4	8	9	8	9	8	12
Pocillopora_acuta_HIv2___RNAseq.g13771.t1	2	3	2	4	0	4	2	4	1	5	5	1	4	5	3	4	2	0
Pocillopora_acuta_HIv2___RNAseq.g13772.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13774.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13775.t1	5	2	3	4	7	4	0	0	0	0	0	0	3	6	5	2	1	0
Pocillopora_acuta_HIv2___RNAseq.g13777.t1	10	11	7	7	5	0	2	0	0	0	0	0	5	5	4	1	1	0
Pocillopora_acuta_HIv2___RNAseq.g13778.t1	8	4	7	5	1	2	4	2	3	4	3	0	1	1	3	0	1	1
Pocillopora_acuta_HIv2___RNAseq.g13779.t1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g1378.t1	1	4	3	2	2	0	7	1	9	4	4	3	13	10	8	12	9	3
Pocillopora_acuta_HIv2___RNAseq.g13781.t1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13782.t1	0	1	0	0	1	0	9	3	7	4	3	1	2	3	7	2	3	4
Pocillopora_acuta_HIv2___RNAseq.g13783.t1	6	6	5	4	6	6	0	0	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13784.t1	16	15	7	13	16	14	1	1	0	1	0	0	4	4	6	4	4	4
Pocillopora_acuta_HIv2___RNAseq.g13785.t1	1	0	0	0	0	1	3	1	3	1	3	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13786.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13787.t1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13788.t1	4	3	2	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13790.t1a	3	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13790.t1b	45	33	40	55	46	42	25	25	26	13	16	15	15	21	17	24	22	7
Pocillopora_acuta_HIv2___RNAseq.g13791.t1	52	39	35	78	55	60	53	50	83	66	62	59	62	44	54	91	83	69
Pocillopora_acuta_HIv2___RNAseq.g13794.t1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13796.t1	14	13	16	24	13	14	22	21	23	9	15	8	16	19	20	23	23	15
Pocillopora_acuta_HIv2___RNAseq.g13797.t1	2	2	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13798.t1	7	10	4	15	14	7	6	3	1	2	2	4	5	6	9	6	7	3
Pocillopora_acuta_HIv2___RNAseq.g138.t1	2	1	2	3	1	4	0	0	0	0	0	0	0	0	0	1	1	0
Pocillopora_acuta_HIv2___RNAseq.g1380.t1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13800.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13802.t1	0	0	0	0	0	0	3	0	2	2	0	3	4	6	2	6	4	2
Pocillopora_acuta_HIv2___RNAseq.g13804.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13807.t1	3	3	2	4	4	3	6	5	4	7	6	3	16	10	15	9	10	7
Pocillopora_acuta_HIv2___RNAseq.g13809.t1	0	0	0	0	0	0	0	0	1	0	0	1	6	6	6	6	9	3
Pocillopora_acuta_HIv2___RNAseq.g13813.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13814.t1	4	4	3	5	3	3	25	19	16	14	17	14	6	12	10	5	5	3
Pocillopora_acuta_HIv2___RNAseq.g13816.t1	190	133	104	257	130	159	131	138	147	120	139	104	106	98	153	256	176	179
Pocillopora_acuta_HIv2___RNAseq.g13818.t1	4	3	3	4	0	3	2	2	0	5	4	3	2	3	4	3	6	0
Pocillopora_acuta_HIv2___RNAseq.g13819.t1	12	6	8	9	6	9	5	9	8	6	9	12	7	7	8	13	12	8
Pocillopora_acuta_HIv2___RNAseq.g1382.t1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	3	3	1
Pocillopora_acuta_HIv2___RNAseq.g13820.t1	22	19	25	23	15	14	17	17	15	10	11	1	18	16	25	23	17	15
Pocillopora_acuta_HIv2___RNAseq.g13821.t1	2	1	1	3	1	0	1	2	0	0	0	0	1	1	1	10	3	5
Pocillopora_acuta_HIv2___RNAseq.g13822.t1	3	7	2	6	2	8	6	6	6	7	5	6	6	8	5	16	8	8
Pocillopora_acuta_HIv2___RNAseq.g13823.t1	12	12	8	14	18	19	11	7	13	24	34	36	16	20	11	38	59	43
Pocillopora_acuta_HIv2___RNAseq.g13824.t1	24	83	72	58	29	6	10	2	3	2	0	0	1	12	1	0	2	3
Pocillopora_acuta_HIv2___RNAseq.g13825.t1	1	6	4	3	5	0	12	6	3	0	2	1	5	4	2	1	2	0
Pocillopora_acuta_HIv2___RNAseq.g13826.t1	9	6	28	9	9	2	15	4	7	1	6	4	2	3	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13827.t1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13829.t1a	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13829.t1b	6	3	4	7	1	3	2	1	3	0	0	0	1	2	2	1	1	0
Pocillopora_acuta_HIv2___RNAseq.g1383.t1	2	6	4	10	2	7	8	3	4	0	7	3	3	7	9	7	6	6
Pocillopora_acuta_HIv2___RNAseq.g13830.t1	120	94	84	153	102	105	137	129	142	93	101	82	85	88	112	127	123	64
Pocillopora_acuta_HIv2___RNAseq.g13831.t2	10	11	11	18	9	10	15	10	11	4	8	6	4	5	6	7	11	2
Pocillopora_acuta_HIv2___RNAseq.g13832.t1	19	13	9	10	15	15	2	6	5	10	6	5	9	8	12	7	6	3
Pocillopora_acuta_HIv2___RNAseq.g13833.t1	15	19	10	12	8	12	21	12	10	8	10	3	6	9	4	10	5	3
Pocillopora_acuta_HIv2___RNAseq.g13835.t1	238	148	158	312	182	202	215	202	220	168	169	140	175	181	201	322	240	188
Pocillopora_acuta_HIv2___RNAseq.g13838.t1	1	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g13839.t1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0
Pocillopora_acuta_HIv2___RNAseq.g1384.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13840.t1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13842.t1	1	2	4	8	2	5	3	4	5	3	3	5	2	0	2	8	2	2
Pocillopora_acuta_HIv2___RNAseq.g13843.t1	48	33	52	51	26	26	48	57	47	27	23	16	38	58	61	19	39	7
Pocillopora_acuta_HIv2___RNAseq.g13844.t1	66	56	45	65	54	62	78	71	61	66	58	30	107	85	99	116	126	73
Pocillopora_acuta_HIv2___RNAseq.g13845.t1	30	17	29	28	21	20	37	24	35	10	13	12	14	19	16	7	8	4
Pocillopora_acuta_HIv2___RNAseq.g13846.t1	21	19	22	21	20	15	60	51	44	28	36	20	21	30	18	13	16	8
Pocillopora_acuta_HIv2___RNAseq.g13848.t1	2	2	1	4	2	2	0	1	0	0	0	2	0	2	2	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g13849.t1	252	159	180	146	181	162	185	199	181	183	167	150	297	235	261	192	222	110
Pocillopora_acuta_HIv2___RNAseq.g1385.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13850.t1	10381	8965	8588	10577	8337	9802	9724	9551	9745	7310	8054	6835	9162	9769	9553	11149	10672	8605
Pocillopora_acuta_HIv2___RNAseq.g13851.t1	39	26	21	41	36	37	14	15	7	7	11	10	3	5	11	14	6	10
Pocillopora_acuta_HIv2___RNAseq.g13855.t1	1	0	2	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13856.t1	34	16	18	32	21	21	24	9	27	10	12	4	17	20	21	25	24	14
Pocillopora_acuta_HIv2___RNAseq.g13857.t1	1	1	1	2	1	3	0	0	2	1	1	0	0	2	0	3	0	3
Pocillopora_acuta_HIv2___RNAseq.g13859.t1	11	18	7	9	15	14	12	15	19	29	19	21	16	16	16	11	12	7
Pocillopora_acuta_HIv2___RNAseq.g13860.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13861.t1	3	2	2	3	1	2	7	5	7	2	3	2	0	3	2	1	0	3
Pocillopora_acuta_HIv2___RNAseq.g13862.t1	23	15	20	90	79	77	41	13	25	91	82	90	26	19	27	61	95	31
Pocillopora_acuta_HIv2___RNAseq.g13863.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13864.t1	4	5	3	5	2	2	1	2	2	3	5	5	4	3	2	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13865.t1	1	3	2	0	0	0	3	5	3	1	2	0	0	3	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13867.t1	134	131	122	152	115	147	127	113	133	102	118	72	102	106	94	129	149	68
Pocillopora_acuta_HIv2___RNAseq.g13868.t1	23	15	12	23	12	17	24	16	25	7	13	9	7	15	22	22	10	11
Pocillopora_acuta_HIv2___RNAseq.g1387.t1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13870.t1	24	13	8	6	12	15	10	19	17	3	1	0	4	1	5	1	1	1
Pocillopora_acuta_HIv2___RNAseq.g13871.t1	0	1	0	0	1	0	1	0	1	1	3	2	1	1	1	2	0	0
Pocillopora_acuta_HIv2___RNAseq.g13872.t1	1	0	2	2	0	1	0	0	0	3	0	0	0	0	0	1	1	1
Pocillopora_acuta_HIv2___RNAseq.g13873.t1	0	1	1	2	0	1	1	2	1	1	2	1	0	0	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g13874.t1	1	0	0	2	1	1	3	5	3	1	2	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13875.t1a	12	6	6	8	6	9	12	18	10	8	13	7	10	3	6	0	6	2
Pocillopora_acuta_HIv2___RNAseq.g13875.t1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13875.t1c	43	26	26	45	33	29	35	31	29	25	18	15	23	23	28	14	20	8
Pocillopora_acuta_HIv2___RNAseq.g13876.t1	25	12	11	21	7	18	16	16	18	10	8	7	11	13	13	11	11	3
Pocillopora_acuta_HIv2___RNAseq.g13877.t1	13	7	19	18	12	21	15	14	12	7	10	7	12	13	14	14	13	2
Pocillopora_acuta_HIv2___RNAseq.g13878.t1	375	307	259	502	301	408	404	396	446	352	369	254	508	494	623	535	497	291
Pocillopora_acuta_HIv2___RNAseq.g1388.t1	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	1	7	3
Pocillopora_acuta_HIv2___RNAseq.g13880.t1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13881.t1	15	21	13	1	9	2	0	0	0	0	0	0	5	6	2	0	2	0
Pocillopora_acuta_HIv2___RNAseq.g13882.t1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13883.t1	0	4	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13884.t1	1	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13888.t1	1	2	0	0	0	0	37	34	28	7	7	6	3	2	4	2	3	2
Pocillopora_acuta_HIv2___RNAseq.g13890.t1	0	1	2	0	0	0	4	2	3	2	0	1	1	1	2	4	0	1
Pocillopora_acuta_HIv2___RNAseq.g13891.t1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	3	1	0	1
Pocillopora_acuta_HIv2___RNAseq.g13892.t1	4	3	4	0	0	0	0	0	0	0	0	0	5	2	1	2	2	0
Pocillopora_acuta_HIv2___RNAseq.g13893.t1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13895.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13896.t1	6	2	3	0	0	1	4	1	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13897.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
Pocillopora_acuta_HIv2___RNAseq.g13898.t1	5	3	1	3	1	1	4	3	4	0	2	0	2	2	3	4	5	1
Pocillopora_acuta_HIv2___RNAseq.g13899.t1	6	10	10	8	7	3	9	6	4	5	7	2	2	4	13	3	6	2
Pocillopora_acuta_HIv2___RNAseq.g1390.t1	16	10	13	5	5	14	5	4	11	10	9	5	7	5	4	4	5	10
Pocillopora_acuta_HIv2___RNAseq.g13900.t1	9	12	7	11	5	8	15	17	15	7	12	9	3	7	7	2	4	1
Pocillopora_acuta_HIv2___RNAseq.g13901.t1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13902.t1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13903.t1	1	2	4	2	4	7	3	6	2	2	0	1	3	1	2	1	2	0
Pocillopora_acuta_HIv2___RNAseq.g13904.t1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13905.t1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13906.t1	2	1	0	1	0	1	0	1	1	3	2	1	1	0	1	1	0	0
Pocillopora_acuta_HIv2___RNAseq.g13907.t1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13908.t1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g13909.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.g1391.t1	119	63	88	280	129	162	109	87	128	119	119	87	104	101	106	406	298	287
Pocillopora_acuta_HIv2___RNAseq.g13910.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.g13911.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
