	ECAH1	ECAH2	ECAH3	P2_a	P2_b	P2_c	ECG1	ECG2	ECG3	ORAPG1	ORAPG2	ORAPG3	P3_a	P3_b	P3_c
Pocillopora_acuta_HIv2___RNAseq.20935_t	1	2	2	0	0	0	1	0	0	0	0	0	3	1	0
Pocillopora_acuta_HIv2___RNAseq.20962_t	0	0	0	0	1	1	3	0	2	1	0	0	2	1	0
Pocillopora_acuta_HIv2___RNAseq.20975_t	206	167	166	146	270	176	165	155	162	104	142	144	331	239	289
Pocillopora_acuta_HIv2___RNAseq.20978_t	30	30	34	11	13	18	10	7	10	7	13	14	33	26	24
Pocillopora_acuta_HIv2___RNAseq.20979_t	3	3	2	1	1	3	2	4	2	1	2	1	8	3	4
Pocillopora_acuta_HIv2___RNAseq.20998_t	10	5	7	28	51	47	3	5	13	2	2	1	43	20	50
Pocillopora_acuta_HIv2___RNAseq.21009_t	1	1	0	0	0	0	6	2	4	2	9	9	0	1	0
Pocillopora_acuta_HIv2___RNAseq.21012_t	1	0	0	6	14	6	2	1	2	0	0	1	19	15	7
Pocillopora_acuta_HIv2___RNAseq.21015_t	3	2	1	1	0	3	3	3	1	0	0	0	4	1	2
Pocillopora_acuta_HIv2___RNAseq.21016_t	4	2	2	0	0	0	4	2	3	4	2	1	1	0	0
Pocillopora_acuta_HIv2___RNAseq.2101_t	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21073_t	38	30	34	19	28	16	28	27	18	15	9	17	21	20	34
Pocillopora_acuta_HIv2___RNAseq.21085_t	55	26	46	27	50	53	55	34	32	21	31	33	123	66	77
Pocillopora_acuta_HIv2___RNAseq.21088_t	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21139_t	5	2	6	10	23	24	7	4	2	4	3	2	54	22	43
Pocillopora_acuta_HIv2___RNAseq.21164_t	0	0	0	0	2	1	1	2	0	0	1	3	2	1	0
Pocillopora_acuta_HIv2___RNAseq.21243_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21283_t	6	7	10	42	41	32	12	14	12	0	3	3	47	29	66
Pocillopora_acuta_HIv2___RNAseq.2136_t	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2137_t	2	0	1	1	0	0	0	0	1	0	0	0	1	2	1
Pocillopora_acuta_HIv2___RNAseq.21393_t	17	38	15	21	87	47	17	20	27	4	11	8	109	41	92
Pocillopora_acuta_HIv2___RNAseq.213_t	1	2	0	3	3	0	0	3	3	1	1	1	5	3	5
Pocillopora_acuta_HIv2___RNAseq.21400_t	2	0	1	1	3	0	0	0	0	1	0	0	7	2	3
Pocillopora_acuta_HIv2___RNAseq.21418_t	7	14	9	0	1	0	2	4	4	11	14	16	2	1	1
Pocillopora_acuta_HIv2___RNAseq.21443_t	93	83	78	38	53	52	78	56	59	26	28	36	122	58	85
Pocillopora_acuta_HIv2___RNAseq.21474_t	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21510_t	1	0	0	0	3	1	0	0	0	0	0	1	1	2	4
Pocillopora_acuta_HIv2___RNAseq.21521_t	3	0	0	0	0	1	1	0	0	2	0	1	0	0	2
Pocillopora_acuta_HIv2___RNAseq.2152_t	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21540_t	11	7	13	10	15	26	9	9	15	4	9	6	28	12	24
Pocillopora_acuta_HIv2___RNAseq.21557_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21670_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.21751_t	2	0	1	4	2	6	0	1	1	2	2	1	7	2	2
Pocillopora_acuta_HIv2___RNAseq.21871_t	8	8	11	18	13	19	17	7	13	12	10	9	24	22	28
Pocillopora_acuta_HIv2___RNAseq.21954_ta	14	14	14	3	14	9	14	9	18	2	12	4	26	12	19
Pocillopora_acuta_HIv2___RNAseq.21954_tb	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.22067_t	1	1	0	5	5	5	1	0	0	0	1	0	2	5	1
Pocillopora_acuta_HIv2___RNAseq.22071_t	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22092_t	2	1	1	2	2	1	2	2	2	0	2	2	4	3	9
Pocillopora_acuta_HIv2___RNAseq.22108_t	5	2	7	8	61	22	3	5	3	1	3	3	3	7	10
Pocillopora_acuta_HIv2___RNAseq.22132_t	5	2	3	4	0	1	0	2	1	2	0	0	4	0	2
Pocillopora_acuta_HIv2___RNAseq.22211_t	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22237_t	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22392_t	6	8	4	4	7	10	1	0	0	0	3	2	7	4	5
Pocillopora_acuta_HIv2___RNAseq.22520_t	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22525_t	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22529_t	1	1	0	2	3	0	0	0	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22567_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22574_t	0	0	0	3	4	3	4	2	2	1	0	1	8	7	11
Pocillopora_acuta_HIv2___RNAseq.22631_t	10	5	5	10	23	15	8	12	11	3	2	3	8	7	12
Pocillopora_acuta_HIv2___RNAseq.22648_t	15	16	11	3	3	1	0	0	3	23	19	32	6	2	5
Pocillopora_acuta_HIv2___RNAseq.22810_t	0	0	1	1	0	1	0	0	0	1	0	0	2	1	1
Pocillopora_acuta_HIv2___RNAseq.22820_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.22945_t	14	17	9	5	22	23	11	15	16	11	11	11	94	47	60
Pocillopora_acuta_HIv2___RNAseq.22954_t	2	2	0	3	10	16	4	2	2	1	1	2	33	14	19
Pocillopora_acuta_HIv2___RNAseq.23104_t	104	99	71	171	246	203	123	104	126	87	86	96	304	191	210
Pocillopora_acuta_HIv2___RNAseq.23152_t	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.23154_t	14	7	9	8	5	14	6	5	8	4	5	4	19	15	23
Pocillopora_acuta_HIv2___RNAseq.23174_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.23359_t	11	2	8	0	4	1	4	2	2	2	0	1	4	2	5
Pocillopora_acuta_HIv2___RNAseq.23419_t	27	14	12	13	15	33	18	13	24	13	10	16	56	21	38
Pocillopora_acuta_HIv2___RNAseq.23425_t	21	21	22	16	18	12	37	31	46	18	19	18	47	31	34
Pocillopora_acuta_HIv2___RNAseq.23432_t	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.23433_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.23576_t	0	1	2	0	1	1	1	1	0	1	0	0	2	0	5
Pocillopora_acuta_HIv2___RNAseq.23600_t	3	0	1	7	12	5	0	0	4	0	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.23676_t	2	0	0	5	5	4	13	9	9	2	7	4	7	2	3
Pocillopora_acuta_HIv2___RNAseq.23729_t	10	5	5	17	31	31	16	16	12	10	18	14	17	6	15
Pocillopora_acuta_HIv2___RNAseq.23877_t	0	1	1	0	0	1	0	1	1	0	0	0	2	0	0
Pocillopora_acuta_HIv2___RNAseq.23897_t	48	34	42	32	57	46	35	38	32	45	50	46	241	133	161
Pocillopora_acuta_HIv2___RNAseq.2393_t	0	0	0	0	1	1	1	0	0	2	1	1	0	0	1
Pocillopora_acuta_HIv2___RNAseq.23996_t	47	26	31	39	14	26	19	15	24	21	18	33	186	105	174
Pocillopora_acuta_HIv2___RNAseq.24013_t	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.24025_t	9	15	4	5	4	4	6	5	15	6	10	7	17	14	12
Pocillopora_acuta_HIv2___RNAseq.2402_t	3	1	2	0	0	0	1	4	0	1	1	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.24041_t	1	5	3	9	3	1	0	2	1	1	0	0	16	5	9
Pocillopora_acuta_HIv2___RNAseq.24075_t	5	4	2	3	2	2	4	1	2	2	1	3	4	7	5
Pocillopora_acuta_HIv2___RNAseq.24170_t	27	11	21	0	0	0	0	1	2	1	9	4	1	0	0
Pocillopora_acuta_HIv2___RNAseq.24210_t	8	6	6	5	4	6	4	2	7	5	7	4	15	8	11
Pocillopora_acuta_HIv2___RNAseq.24255_t	1	0	2	61	101	48	4	0	3	3	1	3	291	176	150
Pocillopora_acuta_HIv2___RNAseq.24256_t	32	22	23	39	76	53	37	27	30	71	69	118	211	119	103
Pocillopora_acuta_HIv2___RNAseq.24294_t	1	2	5	1	3	2	7	4	4	1	2	4	51	23	36
Pocillopora_acuta_HIv2___RNAseq.24319_t	16	24	12	17	24	24	18	23	22	17	21	16	44	27	31
Pocillopora_acuta_HIv2___RNAseq.24351_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.24369_t	2	2	0	0	0	0	0	1	0	0	1	0	3	0	2
Pocillopora_acuta_HIv2___RNAseq.24379_t	20	9	6	4	14	9	22	19	18	5	7	6	27	14	14
Pocillopora_acuta_HIv2___RNAseq.24437_t	13	9	9	3	12	11	14	6	9	7	11	7	5	5	8
Pocillopora_acuta_HIv2___RNAseq.24446_t	29	20	20	24	40	34	8	5	7	3	4	8	63	27	69
Pocillopora_acuta_HIv2___RNAseq.24525_t	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.24607_t	2	4	4	0	0	0	3	0	5	1	1	2	0	3	1
Pocillopora_acuta_HIv2___RNAseq.24627_t	8	6	4	6	15	8	11	13	11	5	5	7	38	19	19
Pocillopora_acuta_HIv2___RNAseq.24666_t	20	8	13	4	8	12	18	23	25	9	9	23	40	14	28
Pocillopora_acuta_HIv2___RNAseq.2466_t	35	37	42	41	52	43	22	23	18	29	24	25	99	48	117
Pocillopora_acuta_HIv2___RNAseq.24673_t	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.24717_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2472_t	2	1	1	0	2	3	0	0	3	0	0	0	3	0	1
Pocillopora_acuta_HIv2___RNAseq.2475_t	3	2	4	13	5	17	3	4	2	4	6	1	13	8	12
Pocillopora_acuta_HIv2___RNAseq.24779_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.24806_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2480_t	13	18	17	11	11	11	15	23	23	11	12	18	16	11	19
Pocillopora_acuta_HIv2___RNAseq.24828_t	103	67	91	116	174	174	107	98	97	79	64	99	271	146	227
Pocillopora_acuta_HIv2___RNAseq.24886_t	20	21	18	4	6	1	7	5	8	6	7	5	15	11	10
Pocillopora_acuta_HIv2___RNAseq.25008_t	13	3	7	3	2	5	16	4	7	8	8	9	3	3	6
Pocillopora_acuta_HIv2___RNAseq.25023_t	1	1	0	2	5	13	1	0	0	1	0	0	2	3	1
Pocillopora_acuta_HIv2___RNAseq.25025_t	22	16	19	25	35	34	25	17	24	11	13	7	57	29	42
Pocillopora_acuta_HIv2___RNAseq.2502_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2511_t	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
Pocillopora_acuta_HIv2___RNAseq.25122_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25137_t	3	2	1	4	2	1	6	1	0	0	1	0	0	0	2
Pocillopora_acuta_HIv2___RNAseq.25216_t	9	9	11	14	9	10	25	15	32	12	16	11	20	20	22
Pocillopora_acuta_HIv2___RNAseq.25297_t	8	6	3	2	6	7	10	8	3	9	9	5	12	2	9
Pocillopora_acuta_HIv2___RNAseq.2533_t	16	9	4	35	49	32	4	3	5	2	0	2	31	10	15
Pocillopora_acuta_HIv2___RNAseq.25352_t	1	0	0	4	5	4	1	1	2	0	0	0	3	3	0
Pocillopora_acuta_HIv2___RNAseq.25384_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25430_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25433_t	0	1	1	1	1	0	1	0	1	0	1	2	1	1	0
Pocillopora_acuta_HIv2___RNAseq.2545_t	16	11	8	62	72	47	12	11	10	17	7	8	85	59	100
Pocillopora_acuta_HIv2___RNAseq.25555_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25576_t	9	7	6	7	9	3	5	6	6	3	4	2	27	16	16
Pocillopora_acuta_HIv2___RNAseq.25613_t	9	14	11	8	13	15	14	15	15	9	11	10	36	22	15
Pocillopora_acuta_HIv2___RNAseq.25668_t	2	1	1	0	2	1	0	0	0	1	0	0	1	0	1
Pocillopora_acuta_HIv2___RNAseq.25732_t	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0
Pocillopora_acuta_HIv2___RNAseq.2585_t	27	12	16	5	2	9	8	11	16	13	10	14	18	6	8
Pocillopora_acuta_HIv2___RNAseq.25878_t	0	0	0	2	0	2	0	1	2	1	0	1	0	1	1
Pocillopora_acuta_HIv2___RNAseq.25881_t	0	1	0	3	17	7	0	1	0	2	4	0	5	1	0
Pocillopora_acuta_HIv2___RNAseq.25889_t	0	0	0	1	1	1	1	1	0	0	0	0	2	3	1
Pocillopora_acuta_HIv2___RNAseq.25906_t	1	1	0	28	31	35	2	0	1	0	0	2	10	4	8
Pocillopora_acuta_HIv2___RNAseq.25954_t	30	10	17	9	11	4	17	15	17	38	20	11	34	29	36
Pocillopora_acuta_HIv2___RNAseq.25955_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2597_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.25993_t	1	1	1	2	1	1	5	1	0	1	1	0	10	8	9
Pocillopora_acuta_HIv2___RNAseq.26045_t	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pocillopora_acuta_HIv2___RNAseq.2604_t	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0
Pocillopora_acuta_HIv2___RNAseq.26071_t	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
Pocillopora_acuta_HIv2___RNAseq.26080_t	4	2	0	17	26	23	5	1	2	1	2	1	15	6	15
Pocillopora_acuta_HIv2___RNAseq.26081_t	80	75	97	88	157	145	69	47	81	50	60	67	176	114	151
Pocillopora_acuta_HIv2___RNAseq.26082_t	18	12	15	24	22	18	27	14	27	15	16	22	44	19	41
Pocillopora_acuta_HIv2___RNAseq.26125_t	871	604	636	440	680	656	484	309	343	65	97	99	759	648	957
Pocillopora_acuta_HIv2___RNAseq.26126_t	22	14	19	17	23	23	3	8	5	1	1	3	41	28	34
Pocillopora_acuta_HIv2___RNAseq.26133_t	63	53	60	61	72	58	78	69	67	84	81	112	113	77	129
Pocillopora_acuta_HIv2___RNAseq.2613_t	137	113	106	161	231	222	115	126	111	88	95	94	378	202	269
Pocillopora_acuta_HIv2___RNAseq.26145_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.26186_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.2618_t	21	13	17	7	33	32	19	7	19	13	29	13	53	22	35
Pocillopora_acuta_HIv2___RNAseq.26221_t	63	38	45	211	271	171	33	35	33	26	29	29	302	168	268
Pocillopora_acuta_HIv2___RNAseq.2628_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.26309_t	2	6	2	5	11	9	6	2	6	4	4	1	24	7	20
Pocillopora_acuta_HIv2___RNAseq.26321_t	1	1	0	0	1	0	1	3	4	2	3	3	3	0	2
Pocillopora_acuta_HIv2___RNAseq.26328_t	17	7	4	3	16	14	10	10	12	6	4	3	29	11	24
Pocillopora_acuta_HIv2___RNAseq.26338_t	72	43	58	43	62	62	70	66	69	46	42	64	163	93	109
Pocillopora_acuta_HIv2___RNAseq.26339_t	67	21	38	0	1	0	10	32	4	1	7	2	15	7	7
Pocillopora_acuta_HIv2___RNAseq.26355_t	7	1	6	2	4	6	4	6	3	9	5	3	6	5	15
Pocillopora_acuta_HIv2___RNAseq.26356_t	8	2	5	5	9	2	4	2	5	1	5	8	24	7	18
Pocillopora_acuta_HIv2___RNAseq.26390_t	2	1	1	2	3	5	5	2	7	6	5	1	6	2	7
Pocillopora_acuta_HIv2___RNAseq.26419_t	90	74	133	17	26	41	51	34	60	40	48	44	47	20	21
Pocillopora_acuta_HIv2___RNAseq.26451_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.26490_t	10	14	10	4	6	3	12	5	11	6	9	7	7	12	11
Pocillopora_acuta_HIv2___RNAseq.26496_t	0	0	0	4	1	0	0	0	1	2	1	0	2	2	1
Pocillopora_acuta_HIv2___RNAseq.26498_t	0	0	2	2	3	0	0	0	1	2	0	0	1	0	2
Pocillopora_acuta_HIv2___RNAseq.26508_t	126	77	107	127	98	65	79	82	71	54	24	52	154	96	149
Pocillopora_acuta_HIv2___RNAseq.26550_t	1	0	0	1	0	2	1	1	0	0	0	3	1	0	4
Pocillopora_acuta_HIv2___RNAseq.26558_t	11	7	9	1	9	10	6	3	10	7	4	12	8	4	9
Pocillopora_acuta_HIv2___RNAseq.26564_t	48	41	24	30	87	80	38	30	35	21	18	25	98	44	47
Pocillopora_acuta_HIv2___RNAseq.26588_t	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.26630_ta	2	0	0	1	3	4	0	2	0	0	2	1	15	2	10
Pocillopora_acuta_HIv2___RNAseq.26630_tb	2	0	0	1	4	0	5	6	12	0	0	1	10	4	5
Pocillopora_acuta_HIv2___RNAseq.26642_t	1	0	1	7	9	14	5	8	11	2	0	1	2	1	3
Pocillopora_acuta_HIv2___RNAseq.26890_t	1	0	0	0	1	2	1	1	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.26910_t	10	8	10	4	4	2	2	3	3	1	0	5	100	53	106
Pocillopora_acuta_HIv2___RNAseq.26948_t	31	35	27	25	29	27	34	17	17	17	18	37	60	51	44
Pocillopora_acuta_HIv2___RNAseq.27007_t	0	0	0	0	0	1	2	1	1	1	3	1	11	2	4
Pocillopora_acuta_HIv2___RNAseq.27008_t	0	0	0	0	0	0	0	0	0	0	1	0	9	9	6
Pocillopora_acuta_HIv2___RNAseq.27257_t	6	3	6	16	21	9	6	7	7	7	7	6	7	3	11
Pocillopora_acuta_HIv2___RNAseq.27296_t	4	1	4	9	7	6	5	5	2	3	1	3	6	8	7
Pocillopora_acuta_HIv2___RNAseq.27513_t	15	10	16	22	28	18	19	19	18	20	18	26	61	22	47
Pocillopora_acuta_HIv2___RNAseq.27608_t	9	4	2	4	6	6	3	4	7	0	0	0	3	0	0
Pocillopora_acuta_HIv2___RNAseq.27691_t	1	0	1	1	2	1	0	0	0	0	0	0	1	2	1
Pocillopora_acuta_HIv2___RNAseq.27755_t	3	6	1	3	1	4	2	3	5	3	3	4	11	4	6
Pocillopora_acuta_HIv2___RNAseq.27798_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.27805_t	14	13	18	4	12	10	13	10	14	8	12	11	27	15	15
Pocillopora_acuta_HIv2___RNAseq.27817_t	12	8	6	5	5	10	0	1	0	1	4	5	22	3	6
Pocillopora_acuta_HIv2___RNAseq.27820_t	0	0	1	0	0	1	0	0	0	6	2	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.27895_t	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.27901_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.27948_t	19	25	11	11	20	17	25	23	22	7	14	16	30	15	22
Pocillopora_acuta_HIv2___RNAseq.2795_t	14	7	5	27	69	84	1	1	5	11	3	11	83	48	55
Pocillopora_acuta_HIv2___RNAseq.27995_t	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
Pocillopora_acuta_HIv2___RNAseq.2811_t	55	40	39	35	63	44	36	23	36	20	22	19	131	76	106
Pocillopora_acuta_HIv2___RNAseq.2812_t	14	11	12	1	4	6	10	9	12	6	5	4	10	5	10
Pocillopora_acuta_HIv2___RNAseq.28160_t	8	5	3	7	9	9	4	6	6	3	5	5	12	7	15
Pocillopora_acuta_HIv2___RNAseq.28368_t	0	0	0	0	0	2	0	0	0	3	3	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.28428_t	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.28558_t	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.28746_t	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.28747_t	0	0	0	0	0	0	4	2	8	1	0	1	2	1	0
Pocillopora_acuta_HIv2___RNAseq.29083_t	1	0	4	0	1	0	1	0	1	0	1	1	3	5	7
Pocillopora_acuta_HIv2___RNAseq.29175_t	0	3	1	8	10	7	3	2	3	1	1	0	7	1	6
Pocillopora_acuta_HIv2___RNAseq.29263_t	3	1	1	19	46	17	4	2	0	5	0	5	33	26	25
Pocillopora_acuta_HIv2___RNAseq.29277_t	13	10	9	26	32	39	4	7	8	9	10	11	47	14	36
Pocillopora_acuta_HIv2___RNAseq.29283_t	113	92	93	40	71	74	92	90	91	72	63	78	125	61	93
Pocillopora_acuta_HIv2___RNAseq.29399_t	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.29407_t	10	6	8	3	7	7	7	4	7	4	6	9	8	7	7
Pocillopora_acuta_HIv2___RNAseq.29468_t	40	35	27	24	44	42	31	29	35	31	30	30	61	46	76
Pocillopora_acuta_HIv2___RNAseq.2947_t	24	17	30	13	21	27	15	18	35	26	44	30	51	30	37
Pocillopora_acuta_HIv2___RNAseq.29502_t	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
Pocillopora_acuta_HIv2___RNAseq.29542_t	24	10	12	9	19	18	10	4	9	5	9	4	12	4	13
Pocillopora_acuta_HIv2___RNAseq.29601_t	14	10	11	10	18	11	6	6	6	10	13	10	16	20	21
Pocillopora_acuta_HIv2___RNAseq.29624_t	3	3	1	2	4	3	0	1	4	6	2	1	5	5	2
Pocillopora_acuta_HIv2___RNAseq.29651_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.29672_t	17	8	11	22	38	23	7	6	5	7	7	8	35	24	43
Pocillopora_acuta_HIv2___RNAseq.29673_t	2	2	0	4	6	3	0	0	3	1	1	1	17	9	18
Pocillopora_acuta_HIv2___RNAseq.29703_t	4	3	3	6	7	6	0	3	2	2	2	0	22	13	21
Pocillopora_acuta_HIv2___RNAseq.2973_t	1	4	2	2	2	0	3	1	2	1	1	4	1	0	1
Pocillopora_acuta_HIv2___RNAseq.29852_t	14	8	13	21	11	15	15	5	13	3	12	8	68	38	67
Pocillopora_acuta_HIv2___RNAseq.29_t	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.30017_t	0	1	0	0	0	0	1	1	0	1	3	2	0	0	0
Pocillopora_acuta_HIv2___RNAseq.30018_t	0	0	0	3	0	0	0	1	0	0	0	1	2	1	0
Pocillopora_acuta_HIv2___RNAseq.30019_t	7	7	5	8	18	7	4	4	8	3	8	5	15	13	8
Pocillopora_acuta_HIv2___RNAseq.30085_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.30213_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.30217_t	3	5	3	1	2	1	0	0	0	1	2	4	26	20	27
Pocillopora_acuta_HIv2___RNAseq.30230_t	24	19	14	12	13	9	11	12	17	6	7	9	31	17	17
Pocillopora_acuta_HIv2___RNAseq.3024_t	1	1	1	1	2	0	3	1	4	1	0	0	6	4	6
Pocillopora_acuta_HIv2___RNAseq.30340_t	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.30356_t	6	5	6	2	6	4	0	1	3	0	1	0	9	9	2
Pocillopora_acuta_HIv2___RNAseq.30394_t	3	4	4	0	6	0	5	3	4	3	0	2	10	7	8
Pocillopora_acuta_HIv2___RNAseq.30415_t	13	12	11	18	71	29	5	24	19	17	1	5	43	30	39
Pocillopora_acuta_HIv2___RNAseq.3044_t	0	0	0	1	1	3	1	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___RNAseq.30649_t	37	23	28	11	20	19	18	19	19	3	1	3	35	27	47
Pocillopora_acuta_HIv2___RNAseq.30677_t	1	0	0	0	2	2	2	0	0	0	0	0	3	2	2
Pocillopora_acuta_HIv2___RNAseq.30900_t	5	5	3	8	9	12	3	3	3	8	12	10	32	18	27
Pocillopora_acuta_HIv2___RNAseq.30912_t	1	1	2	1	0	2	3	2	2	2	2	1	4	2	2
Pocillopora_acuta_HIv2___RNAseq.31035_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.3116_t	76	48	47	61	80	68	36	37	51	33	22	28	195	110	137
Pocillopora_acuta_HIv2___RNAseq.311_t	5	0	4	1	1	0	0	4	3	1	3	5	3	1	1
Pocillopora_acuta_HIv2___RNAseq.3129_t	1	2	3	1	6	3	1	2	0	0	3	0	4	6	5
Pocillopora_acuta_HIv2___RNAseq.3260_t	19	22	15	27	48	29	19	17	20	19	10	8	94	39	64
Pocillopora_acuta_HIv2___RNAseq.3321_t	29	26	15	9	21	14	51	29	38	33	42	39	51	20	40
Pocillopora_acuta_HIv2___RNAseq.3335_t	18	7	8	1	4	3	7	8	13	17	7	10	38	6	3
Pocillopora_acuta_HIv2___RNAseq.3473_t	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___RNAseq.3607_t	19	8	16	15	14	15	20	14	9	23	24	24	27	25	34
Pocillopora_acuta_HIv2___RNAseq.3640_t	39	30	24	2	2	3	11	11	5	24	20	37	23	17	12
Pocillopora_acuta_HIv2___RNAseq.3686_t	3	0	1	3	12	1	0	0	0	0	0	0	0	1	1
Pocillopora_acuta_HIv2___RNAseq.3688_t	9	8	5	3	1	0	7	4	7	6	11	8	17	6	8
